,wid,age,country,gender,marital,parenthood,hmid,reflection_period,original_hm,cleaned_hm,modified,num_sentence,ground_truth_category,predicted_category,value
12780,9070,42,USA,f,married,y,97210,3m,On Mother's Day my son (age 5) made me a card and picked me a bunch of dandelion flowers.,On Mother's Day my son (age 5) made me a card and picked me a bunch of dandelion flowers.,True,1,affection,affection,1
12791,9114,31,USA,m,married,y,121887,24h,"Sitting next to my spouse and having her rub my hand for just a bit.  she is very gentle, and did this for maybe 15 minutes, but it nearly put me to sleep, so may have been longer.","Sitting next to my spouse and having her rub my hand for just a bit.  she is very gentle, and did this for maybe 15 minutes, but it nearly put me to sleep, so may have been longer.",True,2,affection,affection,1
12793,9126,33,USA,f,married,y,125086,24h,I learned that my wife would be getting a promotion at work.,I learned that my wife would be getting a promotion at work.,True,1,affection,achievement,1
12797,9141,59,USA,f,married,y,55561,24h,I heard that the new job my son has is finally working out great for him.,I heard that the new job my son has is finally working out great for him.,True,1,affection,affection,1
12803,9161,30,USA,f,married,n,75198,3m,Last month the gender of my unborn baby was finally revealed to me amongst family and friends.,Last month the gender of my unborn baby was finally revealed to me amongst family and friends.,True,1,affection,affection,1
12804,9161,30,USA,f,married,n,77194,3m,My nieces came from out of state and I was finally able to spend some time with them after not seeing them for several months.,My nieces came from out of state and I was finally able to spend some time with them after not seeing them for several months.,True,1,affection,affection,1
12815,9183,56,USA,f,married,y,61350,3m,I was happy when my son received his college diploma.,I was happy when my son received his college diploma.,True,1,affection,affection,1
12818,9190,32,USA,f,married,y,126897,24h,My younger son comforted my older son after he got hurt. He was demonstrating extreme empathy at only 6 years old.,My younger son comforted my older son after he got hurt. He was demonstrating extreme empathy at only 6 years old.,True,2,affection,affection,1
12830,9236,54,USA,f,married,y,39451,24h,I was delighted to see the look on my young son's face when I showed him the fabric he can use to sew a toy.,I was delighted to see the look on my young son's face when I showed him the fabric he can use to sew a toy.,True,1,affection,affection,1
12841,9266,51,USA,f,married,y,33645,24h,"I was taken by surprise when my daughter had a plaque made for me for my classroom with my name on it. I had no idea she was doing this, and I was so surprised and happy.","I was taken by surprise when my daughter had a plaque made for me for my classroom with my name on it. I had no idea she was doing this, and I was so surprised and happy.",True,2,affection,affection,1
12847,9286,31,USA,m,married,y,75277,3m,"My oldest son turned 6 years old within the past 3 months.  His birthday party was a huge success, and he had so much fun with his friends from school.","My oldest son turned 6 years old within the past 3 months.  His birthday party was a huge success, and he had so much fun with his friends from school.",True,2,affection,affection,1
12848,9286,31,USA,m,married,y,79269,3m,I just celebrated my birthday. It was an exciting day spent with my immediate family and friends.,I just celebrated my birthday. It was an exciting day spent with my immediate family and friends.,True,2,affection,affection,1
12859,9325,24,USA,m,married,n,111133,24h,"I was having lunch with my family. Since my childhood we have a pattern in our home, first everybody at our home has lunch while my mother serves and while we are on our last Roti she too joins with her plate.I was little extra hungry. She had just joined with her plate along with my sister. I asked her for Roti. She said ""Wait I am making one for you"" and she left her seat.I held her hand and said, ""Mumma! I am in some cooking mood. You have food, I will make a roti for me"". She said, ""Why will you work in kitchen while I am here?""I said, ""I want to make a roti"" and I left my seat. Sister popped up saying, ""Have this roti from mummy's plate, complete your lunch and then make a roti for mumma.""I said, ""Well! You are falling for a dangerous act.Hahahahah."" I completed my lunch and started with roti, This was it! Previously I have cooked many times, but only for me. This was the first time I cooked for mother.I made a roti and served it to mother. She made 3 parts of it, one for my sister, one for my father and one for herself. They all had their parts and I was observing them with suspense about comments.Sister chuckled, Your wife is lucky, you can feed her deliciously. Father giggled, Your Gf must have said you to learn cooking this morning.Mother was little emotional, she said, My son has grown up. Roti is sweet! She was happy. Everyone was happy.It made me happy.","I was having lunch with my family. Since my childhood we have a pattern in our home, first everybody at our home has lunch while my mother serves and while we are on our last Roti she too joins with her plate.I was little extra hungry. She had just joined with her plate along with my sister. I asked her for Roti. She said ""Wait I am making one for you"" and she left her seat.I held her hand and said, ""Mumma! I am in some cooking mood. You have food, I will make a roti for me"". She said, ""Why will you work in kitchen while I am here?""I said, ""I want to make a roti"" and I left my seat. Sister popped up saying, ""Have this roti from mummy's plate, complete your lunch and then make a roti for mumma.""I said, ""Well! You are falling for a dangerous act.Hahahahah."" I completed my lunch and started with roti, This was it! Previously I have cooked many times, but only for me. This was the first time I cooked for mother.I made a roti and served it to mother. She made 3 parts of it, one for my sister, one for my father and one for herself. They all had their parts and I was observing them with suspense about comments.Sister chuckled, Your wife is lucky, you can feed her deliciously. Father giggled, Your Gf must have said you to learn cooking this morning.Mother was little emotional, she said, My son has grown up. Roti is sweet! She was happy. Everyone was happy.It made me happy.",True,21,affection,affection,1
12865,9358,31,USA,m,married,y,106653,3m,"I had been trying for a while to find my brother online as i hadn't spoken to him in a very long time, it made me very happy when i finally found him and was able to connect with him again.","I had been trying for a while to find my brother online as i hadn't spoken to him in a very long time, it made me very happy when i finally found him and was able to connect with him again.",True,1,affection,affection,1
12884,9426,32,USA,f,married,y,72414,3m,"About a month ago My husband and I planned a fun day trip with our kids to a real working farm. We were able to play with baby goats, feed calfs giant bottles, play with kittens. My children loved the day. Watching them brings me happiness.","About a month ago My husband and I planned a fun day trip with our kids to a real working farm. We were able to play with baby goats, feed calfs giant bottles, play with kittens. My children loved the day. Watching them brings me happiness.",True,4,affection,affection,1
12885,9427,41,USA,m,married,n,63258,3m,"I move finally from my sister in law house, my wife's sister asked us to move with her 2 years ago....I was so frustrated living there because a lost all my privacy. 2 weeks ago we move to our place and I sooooooo happy that I just want to stay at home all the time","I move finally from my sister in law house, my wife's sister asked us to move with her 2 years ago....I was so frustrated living there because a lost all my privacy. 2 weeks ago we move to our place and I so happy that I just want to stay at home all the time",False,2,affection,affection,1
12894,9440,29,USA,m,married,y,69567,3m,My wife and I hosted our daughter's second birthday party and my dad's house.,My wife and I hosted our daughter's second birthday party and my dad's house.,True,1,affection,affection,1
12899,9456,31,USA,m,married,y,80976,3m,"My wife and I had a rather dry spell in terms of our intimacy. Money is tight, trying to save for a remodel, kids are sick, wife has an on-going ailment, so our stress levels have been high. We were getting on each others nerves alot. Well her parents surprised us last weekend and took the kids. We spent the day together, getting coffee, cleaning house, drinking on the deck. We really connected all day. Then we had sex better than we have ever. In fact, all our moments together in the last week have been amazing. People say it gets better with age and I can attest.","My wife and I had a rather dry spell in terms of our intimacy. Money is tight, trying to save for a remodel, kids are sick, wife has an on-going ailment, so our stress levels have been high. We were getting on each others nerves a lot. Well her parents surprised us last weekend and took the kids. We spent the day together, getting coffee, cleaning house, drinking on the deck. We really connected all day. Then we had sex better than we have ever. In fact, all our moments together in the last week have been amazing. People say it gets better with age and I can attest.",False,9,affection,affection,1
12903,9471,45,USA,f,married,y,75998,3m,One event that made me happy was when I went to visit my adult son at his house and then we went out to dinner.,One event that made me happy was when I went to visit my adult son at his house and then we went out to dinner.,True,1,affection,affection,1
12904,9472,21,USA,m,married,n,116349,24h,"A few hours ago, my spouse came to visit me at work and get lunch with me. Being able to spend time with her and get food made me quite happy. ","A few hours ago, my spouse came to visit me at work and get lunch with me. Being able to spend time with her and get food made me quite happy. ",True,2,affection,affection,1
12905,9474,31,USA,m,married,y,49441,24h,"My daughter told me that I was the best daddy in the world, then went on and said that each of our family members was ""the best in the world.""","My daughter told me that I was the best daddy in the world, then went on and said that each of our family members was ""the best in the world.""",True,1,affection,affection,1
12908,9498,31,USA,f,married,y,93803,3m,"My two year old told a knock knock joke that my husband and I didn't get the punchline to until we realized she thought it was funny because it sounded like we were saying ""poopoo"".","My two year old told a knock knock joke that my husband and I didn't get the punchline to until we realized she thought it was funny because it sounded like we were saying ""poopoo"".",True,1,affection,affection,1
12910,9502,29,USA,f,married,y,71677,3m,My birthday was a couple months ago. My 8 year old daughter made me a card and my husband got me a nice gift. ,My birthday was a couple months ago. My 8 year old daughter made me a card and my husband got me a nice gift. ,True,2,affection,affection,1
12914,9510,29,USA,m,married,n,89210,3m,I taught my dog how to open the refrigerator by pulling on a towel that is tied around the door.,I taught my dog how to open the refrigerator by pulling on a towel that is tied around the door.,True,1,affection,affection,1
12917,9534,22,USA,f,married,y,91983,3m,I was really happy last week when me and my husband visited Cheesecake Factory on date night.,I was really happy last week when me and my husband visited Cheesecake Factory on date night.,True,1,affection,affection,1
12919,9552,41,USA,m,married,n,96233,3m,My nephew's girlfriend was selected to go to the training camp of a pro football team's cheerleading squad.,My nephew's girlfriend was selected to go to the training camp of a pro football team's cheerleading squad.,True,1,affection,affection,1
12926,9582,35,USA,f,married,y,33264,24h,"My daughter who is grounded has to do chores to take off days from her grounding. She came and asked me what else she could do and she saw the bottom of my feet. They are pretty sore right now since I have been going on long walks trying to get in shape. She rubbed my feet for at least thirty minutes without me paying her. It was so nice, ","My daughter who is grounded has to do chores to take off days from her grounding. She came and asked me what else she could do and she saw the bottom of my feet. They are pretty sore right now since I have been going on long walks trying to get in shape. She rubbed my feet for at least thirty minutes without me paying her. It was so nice, ",True,5,affection,affection,1
12934,9597,29,USA,f,married,y,123989,24h,After dinner I recapped my day with my husband and shared jokes that I heard at work with him.,After dinner I recapped my day with my husband and shared jokes that I heard at work with him.,True,1,affection,affection,1
12936,9599,31,USA,m,married,y,64016,3m,When we got a new cat.,When we got a new cat.,True,1,affection,affection,1
12938,9602,36,USA,m,married,y,98027,3m,The side of my dog's face that was paralyzed started working a little bit again so now she can close her eye some and squint / blink.,The side of my dog's face that was paralyzed started working a little bit again so now she can close her eye some and squint / blink.,True,1,affection,affection,1
12940,9602,36,USA,m,married,y,100027,3m,My wife appears much happier lately than she did a few weeks ago which was concerning me.,My wife appears much happier lately than she did a few weeks ago which was concerning me.,True,1,affection,affection,1
12944,9628,34,USA,f,married,y,121210,24h,My son got home from school. ,My son got home from school. ,True,1,affection,affection,1
12959,9726,28,USA,f,married,y,63320,3m,Seeing my younger sister get married made me happy. She's been waiting for the day for a long time and her groom is an excellent man. I was glad to see them commit to each other.,Seeing my younger sister get married made me happy. She's been waiting for the day for a long time and her groom is an excellent man. I was glad to see them commit to each other.,True,3,affection,affection,1
12966,9741,55,USA,f,married,y,87500,3m,My granddaughter came for a surprise visit.,My granddaughter came for a surprise visit.,True,1,affection,affection,1
12969,9748,36,USA,m,married,y,89268,3m,"My son started crawling.  It made me very happy, for about a week.  He has been trying so hard to crawl for probably 20 days, and just finally ""got it"".","My son started crawling.  It made me very happy, for about a week.  He has been trying so hard to crawl for probably 20 days, and just finally ""got it"".",True,3,affection,affection,1
12994,9851,30,USA,f,married,y,28737,24h,When I'm with my kids.,When I'm with my kids.,True,1,affection,affection,1
12999,9867,27,USA,m,married,n,104917,3m,Yesterday I got to celebrate my wife's birthday with family and friends at a nice steak House.,Yesterday I got to celebrate my wife's birthday with family and friends at a nice steak House.,True,1,affection,affection,1
13000,9870,40,USA,f,married,y,113071,24h,"When my seven year old son wanted to go for a walk with me after dinner, he patted my arm and said, ""Mom, you're my workout buddy!""","When my seven year old son wanted to go for a walk with me after dinner, he patted my arm and said, ""Mom, you're my workout buddy!""",True,1,affection,affection,1
13002,9881,30,USA,f,married,n,127592,24h,Coming home from work to see my husband who had been on shift for the last 3 days made me extremely happy. ,Coming home from work to see my husband who had been on shift for the last 3 days made me extremely happy. ,True,1,affection,affection,1
13005,9901,34,USA,f,married,n,52694,24h,"One thing that made me happy yesterday was taking a walk with my husband and dog. It was nice to wind down after a long day at work, enjoy the outdoors and each others company.","One thing that made me happy yesterday was taking a walk with my husband and dog. It was nice to wind down after a long day at work, enjoy the outdoors and each others company.",True,2,affection,affection,1
13018,9954,26,USA,m,married,y,75972,3m,I got to take my 5 month old son on a little kids train ride for Easter.  He was so happy and had a smile on his face the entire time.,I got to take my 5 month old son on a little kids train ride for Easter.  He was so happy and had a smile on his face the entire time.,True,2,affection,affection,1
13019,9954,26,USA,m,married,y,77968,3m,My mom told me that she has officially retired.  She has been wanting to retire for a year now and has finally done it.,My mom told me that she has officially retired.  She has been wanting to retire for a year now and has finally done it.,True,2,affection,affection,1
13022,9964,36,USA,f,married,y,29296,24h,My son got himself ready for school without my help.,My son got himself ready for school without my help.,True,1,affection,affection,1
13030,9980,37,USA,f,married,y,67661,3m,My baby daughter started talking. This made me very happy because she started saying Mama and Dada. She has also learned some other words as well so I am very proud of her. ,My baby daughter started talking. This made me very happy because she started saying Mama and Dada. She has also learned some other words as well so I am very proud of her. ,True,3,affection,affection,1
13031,9984,40,USA,f,married,y,127356,24h,A recruiter reassured me that he would be able to find a way for me and my family to stay here.,A recruiter reassured me that he would be able to find a way for me and my family to stay here.,True,1,affection,affection,1
13035,9993,36,USA,f,married,y,117063,24h,My husband left a sweet note on the fridge for me.,My husband left a sweet note on the fridge for me.,True,1,affection,affection,1
13053,10041,36,USA,f,married,y,65947,3m,I got to go on a date with my husband.,I got to go on a date with my husband.,True,1,affection,affection,1
13054,10043,21,USA,f,married,y,88592,3m,The day my son was born.,The day my son was born.,True,1,affection,affection,1
13064,10086,37,USA,f,married,y,66717,3m,Playing with one of my new nephews made me happy.,Playing with one of my new nephews made me happy.,True,1,affection,affection,1
13066,10098,39,USA,m,married,y,107972,3m,My daughter had a signing performance last week.  She's 11 and had to dress up for this performance.  She was the most beautiful one on stage and did great.  Seeing her perform made me happy.,My daughter had a signing performance last week.  She's 11 and had to dress up for this performance.  She was the most beautiful one on stage and did great.  Seeing her perform made me happy.,True,4,affection,affection,1
13068,10102,31,USA,f,married,y,121579,24h,"Today, I sat facing my four month old son and every time I made eye contact with him, he smiled and started kicking his legs wildly.","Today, I sat facing my four month old son and every time I made eye contact with him, he smiled and started kicking his legs wildly.",True,1,affection,affection,1
13069,10104,33,USA,f,married,y,74088,3m,I was so happy when I looked out the window and saw that my daughter had taught herself to ride a two wheeler bike.,I was so happy when I looked out the window and saw that my daughter had taught herself to ride a two wheeler bike.,True,1,affection,affection,1
13070,10105,35,USA,f,married,y,37301,24h,My son got to play in a big soccer game after being sidelined for a week from medical problems.,My son got to play in a big soccer game after being sidelined for a week from medical problems.,True,1,affection,affection,1
13072,10106,26,USA,f,married,n,107395,3m,An event that made me happy was my husband coming home to tell me he got promoted to a managerial position. ,An event that made me happy was my husband coming home to tell me he got promoted to a managerial position. ,True,1,affection,affection,1
13074,10109,37,USA,m,married,n,66224,3m,"My wife made the decision to leave her current job, which she hated, which relived a lot of day-to-day stress on our relationship.","My wife made the decision to leave her current job, which she hated, which relived a lot of day-to-day stress on our relationship.",True,1,affection,affection,1
13085,10152,44,USA,f,married,y,84971,3m,My kids brought home their progress reports.  They both got good reviews from their teachers.  I was so happy and very proud.  They are on the right track.  My goal is to keep them going on the right track and making a great life for themselves.,My kids brought home their progress reports.  They both got good reviews from their teachers.  I was so happy and very proud.  They are on the right track.  My goal is to keep them going on the right track and making a great life for themselves.,True,5,affection,affection,1
13091,10160,25,USA,f,married,y,30977,24h,My happy moment was going out to dinner with my husband and son this week:,My happy moment was going out to dinner with my husband and son this week:,True,1,affection,affection,1
13092,10160,25,USA,f,married,y,31976,24h,My happy moment was my husband making me dinner.,My happy moment was my husband making me dinner.,True,1,affection,affection,1
13093,10167,31,USA,f,married,y,66634,3m,"Spending the day outside today with my 3 children. We got to go on a walk, go to the beach, and get ice cream.","Spending the day outside today with my 3 children. We got to go on a walk, go to the beach, and get ice cream.",True,2,affection,affection,1
13103,10205,30,USA,m,married,y,79296,3m,"My infant son rolled over for the first time about a month ago, and this event made me very proud and happy.","My infant son rolled over for the first time about a month ago, and this event made me very proud and happy.",True,1,affection,affection,1
13104,10209,34,USA,m,married,y,82874,3m,Two weeks ago I brought home a new kitten.  The look on my wife and children's faces could have started world peace.  I was completely happy at that point.,Two weeks ago I brought home a new kitten.  The look on my wife and children's faces could have started world peace.  I was completely happy at that point.,True,3,affection,affection,1
13108,10228,41,USA,m,married,y,60392,3m,I have a newborn baby and she recently started turning and making some sounds which makes me happy.,I have a newborn baby and she recently started turning and making some sounds which makes me happy.,True,1,affection,affection,1
13110,10240,27,USA,f,married,n,70866,3m,Another event that happened that made me happy was being able to visit Florida with my husband and spend quality time with him.  Those memories made will last a lifetime.,Another event that happened that made me happy was being able to visit Florida with my husband and spend quality time with him.  Those memories made will last a lifetime.,True,2,affection,affection,1
13118,10264,43,USA,m,married,y,86084,3m,The moment I talked my wife into selling our house that we lived in for the last 8 years made me very happy.,The moment I talked my wife into selling our house that we lived in for the last 8 years made me very happy.,True,1,affection,affection,1
13125,10281,32,USA,f,married,y,110252,24h,My 13 month old daughter ran up to me last night and gave me a huge hug and kiss just out of the blue.,My 13 month old daughter ran up to me last night and gave me a huge hug and kiss just out of the blue.,True,1,affection,affection,1
13126,10281,32,USA,f,married,y,111252,24h,My husband came home from work and laid down next to me and we just chatted about our day.,My husband came home from work and laid down next to me and we just chatted about our day.,True,1,affection,affection,1
13154,10374,55,USA,m,married,y,90186,3m,Within the past 3 months I renewed my relationship with my father after 37 years of separation.,Within the past 3 months I renewed my relationship with my father after 37 years of separation.,True,1,affection,affection,1
13157,10393,37,USA,f,married,y,126437,24h,Playing a game with my family.,Playing a game with my family.,True,1,affection,affection,1
13162,10407,39,USA,m,married,n,41777,24h,My mother in law came over and brought us dinner.,My mother in law came over and brought us dinner.,True,1,affection,affection,1
13167,10423,32,USA,f,married,y,110954,24h,I came home and found that my husband had created a new garden tower for our potatoes.,I came home and found that my husband had created a new garden tower for our potatoes.,True,1,affection,affection,1
13171,10433,38,USA,m,married,n,66423,3m,Last week when I saw my brother for the first time in over 7 years I missed him so much.,Last week when I saw my brother for the first time in over 7 years I missed him so much.,True,1,affection,affection,1
13173,10451,38,USA,f,married,y,30520,24h,I have been really depressed lately and afraid to share it with my husband.  He has been very loving and supportive since I told him my feelings.  ,I have been really depressed lately and afraid to share it with my husband.  He has been very loving and supportive since I told him my feelings.  ,True,2,affection,affection,1
13175,10458,39,USA,m,married,y,45546,24h,"I watched my toddler son go into the garbage can and grab an empty chip bag, and shove his arm down in it to get some crumbs.","I watched my toddler son go into the garbage can and grab an empty chip bag, and shove his arm down in it to get some crumbs.",True,1,affection,affection,1
13178,10468,30,USA,m,married,n,28321,24h,When my wife came home from being at work all day.,When my wife came home from being at work all day.,True,1,affection,affection,1
13183,10505,38,USA,m,married,y,50722,24h,Last night my daughter had solid food for the first time.,Last night my daughter had solid food for the first time.,True,1,affection,affection,1
13191,10539,32,USA,m,married,y,118962,24h,My wife apologized to me.,My wife apologized to me.,True,1,affection,affection,1
13195,10557,39,USA,f,married,y,60945,3m,An event that made me happy was when my husband bought me a new cell phone a few weeks ago for our anniversary.,An event that made me happy was when my husband bought me a new cell phone a few weeks ago for our anniversary.,True,1,affection,affection,1
13216,10638,30,USA,f,married,y,63528,3m,"My son turned 2 years old in March, and he is the youngest of our 3 children, this day was a huge event for my family because he is the only boy.","My son turned 2 years old in March, and he is the youngest of our 3 children, this day was a huge event for my family because he is the only boy.",True,1,affection,affection,1
13217,10638,30,USA,f,married,y,66524,3m,"My youngest sister announced her engagement, and we are already making plans, and counting down till her big day!","My youngest sister announced her engagement, and we are already making plans, and counting down till her big day!",True,1,affection,affection,1
13222,10651,34,USA,f,married,y,93616,3m,My son overcame his fear of the deep end of the pool and jumped in and swam across at swim lessons last weekend. I was so happy and proud of him. Previously he had sat out alone while all of the other kids went in the pool. ,My son overcame his fear of the deep end of the pool and jumped in and swam across at swim lessons last weekend. I was so happy and proud of him. Previously he had sat out alone while all of the other kids went in the pool. ,True,3,affection,affection,1
13227,10680,40,USA,f,married,y,107670,3m,"Mother's Day I spent the day with my family. My mom and dad had flown up from Florida. My fiancA(c) cooked dinner for the whole family. My brother, his wife and kids spent the day with us too.","Mother's Day I spent the day with my family. My mom and dad had flown up from Florida. My fiancA(c) cooked dinner for the whole family. My brother, his wife and kids spent the day with us too.",True,4,affection,affection,1
13233,10688,33,USA,f,married,y,77210,3m,"My daughter (3 years old) out of the blue gave me a hug, thanked me for being a good mommy, and told me that she loved me. ","My daughter (3 years old) out of the blue gave me a hug, thanked me for being a good mommy, and told me that she loved me. ",True,1,affection,affection,1
13240,10713,20,USA,m,married,n,33798,24h,I fell asleep holding my wife.,I fell asleep holding my wife.,True,1,affection,affection,1
13242,10719,24,USA,f,married,n,107195,3m,I drove up to Oregon to pick up my little sister so that she could come live with me in California for a while.,I drove up to Oregon to pick up my little sister so that she could come live with me in California for a while.,True,1,affection,affection,1
13243,10723,30,USA,f,married,y,41384,24h,"My daughter came up to me last night after dinner and climbed in my lap and said, ""I love you mommy!"" without any prompting. ","My daughter came up to me last night after dinner and climbed in my lap and said, ""I love you mommy!"" without any prompting. ",True,2,affection,affection,1
13249,10744,34,USA,m,married,y,46423,24h,"While I was getting ready for work this morning, my daughter got out of bed and talked to me before I left.","While I was getting ready for work this morning, my daughter got out of bed and talked to me before I left.",True,1,affection,affection,1
13252,10765,25,USA,f,married,y,85728,3m,"I have recently moved to another state with my family. There is a Mt here, we have no mountains back home. My husband, daughter and I stood on top of the Mt and saw our new state. Standing with my family on my first mountain made me very happy.","I have recently moved to another state with my family. There is a Mt here, we have no mountains back home. My husband, daughter and I stood on top of the Mt and saw our new state. Standing with my family on my first mountain made me very happy.",True,4,affection,affection,1
13254,10776,41,USA,f,married,y,106445,3m,"I usually don't get anything for Mothers Day, but this year, I got flowers, a cake, chocolate, and balloons!","I usually don't get anything for Mothers Day, but this year, I got flowers, a cake, chocolate, and balloons!",True,1,affection,affection,1
13256,10782,32,USA,f,married,y,34149,24h,My husband woke up for his night shift job and smiled at me.,My husband woke up for his night shift job and smiled at me.,True,1,affection,affection,1
13261,10800,35,USA,f,married,y,33439,24h,My baby smiled at me,My baby smiled at me,True,1,affection,affection,1
13262,10800,35,USA,f,married,y,34439,24h,My baby almost rolled over,My baby almost rolled over,True,1,affection,affection,1
13267,10816,66,USA,m,married,y,104822,3m,"While I was preparing dinner, my youngest grandson entered the kitchen wearing my cap and announced: ""I'm Grandpa"". We laughed together.","While I was preparing dinner, my youngest grandson entered the kitchen wearing my cap and announced: ""I'm Grandpa"". We laughed together.",True,2,affection,affection,1
13269,10820,33,USA,m,married,n,63980,3m,I recently found out that my wife is expecting our first born in early November. ,I recently found out that my wife is expecting our first born in early November. ,True,1,affection,affection,1
13270,10832,26,USA,f,married,n,68188,3m,When my husband surprised me with the flight tickets to our dreams vacations.,When my husband surprised me with the flight tickets to our dreams vacations.,True,1,affection,affection,1
13272,10835,54,USA,m,married,y,33162,24h,I was able to help my wife on my day off from work. We are finally working on remodeling the upstairs bathroom. We work well together and I feel very happy to help my wife on this project.,I was able to help my wife on my day off from work. We are finally working on remodeling the upstairs bathroom. We work well together and I feel very happy to help my wife on this project.,True,3,affection,affection,1
13273,10836,27,USA,f,married,n,68076,3m,The baby that I babysit started crawling.,The baby that I babysit started crawling.,True,1,affection,affection,1
13278,10845,25,USA,m,married,y,106565,3m,My mom and little sister came over to visit my son and I.,My mom and little sister came over to visit my son and I.,True,1,affection,affection,1
13315,10972,39,USA,m,married,y,98532,3m,Meeting my parents after more than a year,Meeting my parents after more than a year,True,1,affection,affection,1
13318,10981,26,USA,f,married,y,60553,3m,"I was there when my niece took her first steps, about two months ago. I got to held her hand as she was learning to walk.","I was there when my niece took her first steps, about two months ago. I got to held her hand as she was learning to walk.",True,2,affection,affection,1
13325,11011,30,USA,f,married,y,76831,3m,Playing outside with my kids at my parents house. ,Playing outside with my kids at my parents house. ,True,1,affection,affection,1
13334,11047,46,USA,f,married,n,110946,24h,My husband really enjoyed the dinner that I made for him.,My husband really enjoyed the dinner that I made for him.,True,1,affection,affection,1
13336,11053,35,USA,m,married,y,107157,3m,"My son pointed at the television and said ""ironman"" while we were watching The Avengers. ","My son pointed at the television and said ""ironman"" while we were watching The Avengers. ",True,1,affection,affection,1
13337,11079,29,USA,f,married,y,60507,3m,My son left me a note on my bed the other day which included a drawing of us at the park and a short message to tell me how much he loved me. It was just an ordinary day and unexpected which was very sweet in my opinion. ,My son left me a note on my bed the other day which included a drawing of us at the park and a short message to tell me how much he loved me. It was just an ordinary day and unexpected which was very sweet in my opinion. ,True,2,affection,affection,1
13339,11083,26,USA,m,married,y,31683,24h,"My daughter started walking, and has gotten much better in the past few days.","My daughter started walking, and has gotten much better in the past few days.",True,1,affection,affection,1
13348,11103,34,USA,f,married,y,67235,3m,Talking to my sister who I have not talked to in months.,Talking to my sister who I have not talked to in months.,True,1,affection,affection,1
13350,11113,30,USA,m,married,y,121075,24h,I got to go to lunch with my wife and daughter and it was paid for.,I got to go to lunch with my wife and daughter and it was paid for.,True,1,affection,affection,1
13356,11130,41,USA,f,married,y,58793,3m,"I got to stop by my late sister's new resting place for the first time.  It was a very nice, and happy moment for me to finally see where she is.  It meant the word to me. ","I got to stop by my late sister's new resting place for the first time.  It was a very nice, and happy moment for me to finally see where she is.  It meant the word to me. ",True,3,affection,affection,1
13357,11131,62,USA,f,married,y,34794,24h,"my husband James, took me out for lunch today.","my husband James, took me out for lunch today.",True,1,affection,affection,1
13363,11142,34,USA,f,married,y,63763,3m,My husband bought me a dozen roses and took me out to a romantic dinner and evening.,My husband bought me a dozen roses and took me out to a romantic dinner and evening.,True,1,affection,affection,1
13365,11146,22,USA,m,married,n,52955,24h,The happiest I've ever felt was waking up next to my wife and seeing her eyes open and her loving smile when she realized I was awake.,The happiest I've ever felt was waking up next to my wife and seeing her eyes open and her loving smile when she realized I was awake.,True,1,affection,affection,1
13380,11192,36,USA,m,married,y,97816,3m,My oldest son received his cub scout Tiger rank Monday night. He worked hard on it all year and the big smile on his face when he received it warmed my heart.,My oldest son received his cub scout Tiger rank Monday night. He worked hard on it all year and the big smile on his face when he received it warmed my heart.,True,2,affection,affection,1
13381,11192,36,USA,m,married,y,98816,3m,"When I got home from work this evening, my youngest son said, Daddy!!!, ran up and gave me a hug. He doesn't always do that, but it makes me happy every time he does.","When I got home from work this evening, my youngest son said, Daddy!!!, ran up and gave me a hug. He doesn't always do that, but it makes me happy every time he does.",True,3,affection,affection,1
13383,11195,26,USA,f,married,n,48026,24h,My husband came home from work.,My husband came home from work.,True,1,affection,affection,1
13390,11207,42,USA,m,married,y,114177,24h,"When I came home, my 11 month old son was screaming ""DADDY, DADDY, DADDY"".  ","When I came home, my 11 month old son was screaming ""DADDY, DADDY, DADDY"".  ",True,1,affection,affection,1
13391,11210,36,USA,f,married,y,62853,3m,When I wake my daughter up for school and hug her for at least five seconds.,When I wake my daughter up for school and hug her for at least five seconds.,True,1,affection,affection,1
13392,11217,33,USA,m,married,y,41683,24h,I used a chuck-it to throw a tennis ball for my neighbor's dog to chase.,I used a chuck-it to throw a tennis ball for my neighbor's dog to chase.,True,1,affection,affection,1
13395,11224,27,USA,m,married,y,122404,24h,"The Happiness Movement is about discovering your own authentic happiness, and sharing it with family, friends and your community. Happiness is contagious, and our goal is to create a world with more compassion, less strife and a greater sense of purpose and meaning. You can claim responsibility for your own happiness and become a catalyst of happiness in others' lives.","The Happiness Movement is about discovering your own authentic happiness, and sharing it with family, friends and your community. Happiness is contagious, and our goal is to create a world with more compassion, less strife and a greater sense of purpose and meaning. You can claim responsibility for your own happiness and become a catalyst of happiness in others' lives.",True,3,affection,affection,1
13406,11247,27,USA,m,married,y,108150,3m,Another parent complimented my daughter's behavior at daycare.,Another parent complimented my daughter's behavior at daycare.,True,1,affection,affection,1
13410,11258,41,USA,m,married,y,55246,24h,"Every day with my daughter after school, we talk about how her day went and what she has for homework. I really love hearing about her day and discussing how my time in school was similar. We come up with a plan for how she is going to tackle her homework. It is a great feeling being part of her life.","Every day with my daughter after school, we talk about how her day went and what she has for homework. I really love hearing about her day and discussing how my time in school was similar. We come up with a plan for how she is going to tackle her homework. It is a great feeling being part of her life.",True,4,affection,affection,1
